"time","measured_M0","reference_M0","command_M0","measured_M1","reference_M1","command_M1","measured_M2","reference_M2","command_M2","measured_M3","reference_M3","command_M3","measured_M4","reference_M4","command_M4","measured_M5","reference_M5","command_M5","measured_M6","reference_M6","command_M6","angle_0","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","JR3_FX","JR3_FY","JR3_FZ","JR3_MX","JR3_MY","JR3_MZ","map_creation_id","unix_time_seconds"
305.3475,3.99470509,4.011596,0.8852592,2.51010714,2.510597,0.77756281,3.36258084,3.366737,0.53096406,2.68019312,2.699488,0.4912694,7.15298006,7.139954,1.72598631,3.52464987,3.505275,0.69617793,5.41595348,5.417208,1.15866919,85.14,95.76,-75.06,86.607,98.1,79.56,118.62,0.00705682806706912,0.654778414907332,-3.82444803478649,0.0495406074371471,0.0316958800789855,0.0171001812698247,1512347428282.72,1512396544
306.1485,4.0878811,4.108098,1.16534436,4.86096825,4.855254,1.35521804,2.59017992,2.587132,0.37528602,5.40432034,5.41028,1.39709988,0.28607846,0.271828,0.08521707,8.86154565,8.873136,1.85680215,3.55491821,3.563325,0.58328248,85.2066,108.36,-70.3476,93.636,62.0712,101.6694,116.1,-1.47392886388293,0.450924864417332,-4.22863212114649,0.0317724080498315,0.0720979299440275,0.0114561901798247,1512347428282.31,1512396545
306.9495,7.63714926,7.640309,1.9294928,6.08693984,6.034144,1.63961589,5.7882065,5.772079,1.33124725,8.67214418,8.663143,2.19349067,0.4981809,0.459192,0.1125725,1.03058282,0.211386,0,3.31299937,3.29731,0.52872458,98.9658,117.36,-81.54,107.82,61.353,70.0002,114.66,-0.368377788132931,0.193108811637332,-2.67001307708649,-0.00788010377559175,0.0362240289198575,0.00885224835982473,1512347428281.21,1512396546
307.74853,3.5976064,3.638999,0.73452918,8.08339335,8.073123,2.10078905,1.99249813,1.979759,0.24121645,4.03706144,4.02095,0.79615534,1.16588574,1.164237,0.25846791,0.99523247,1.029126,0,0.62049553,0.615776,0.01885771,86.2848,122.5224,-67.9086,93.78,60.48,66.1284,84.8376,0.531147898717069,-0.037667514022668,-1.22662767641649,-0.0246423223422821,0.00267736623357154,0.00286028440982473,1512347428282.71,1512396547
308.5515,4.49164333,4.470035,1.14931244,8.25348214,8.245297,2.18487282,3.08260087,3.090069,0.77055856,5.69514246,5.697606,1.47532368,1.07406498,1.086876,0.53105793,4.74350505,4.750342,0.96354821,8.43079046,8.423526,1.79433838,88.56,126.4626,-71.46,99.4626,61.02,85.1058,130.7394,-1.32546703864293,0.434241105917332,-3.46054852058649,0.0235442689110915,0.0619063161047331,0.0131438142298247,1512347428280.86,1512396548
309.3525,0.49354995,0.534244,0.11916219,8.26104918,8.22616,2.02055293,7.90595641,7.922093,1.81838788,5.88691559,5.906499,1.54825339,7.26885709,7.213124,1.98058291,4.04711311,4.041624,0.79705871,0.67007646,0.67241,0.01561775,61.02,127.62,-88.2,103.14,93.06,85.14,86.697,-0.000584274312930882,0.177487252917332,-3.93231334265649,-0.00207484502422855,0.0399233335877383,0.00805797236982473,1512347428281.92,1512396548
310.1535,9.13869327,9.160181,2.27701546,4.6276327,4.6119,1.04354692,7.6800752,7.684053,1.53958721,2.53224096,2.531764,0.49077122,7.85309896,7.87095,2.23186855,1.9195383,1.917668,0.16427687,5.74449776,5.75103,1.24097186,105.12,118.98,-89.64,91.98,95.58,78.48,118.4256,-0.655650352742931,0.439001363877332,-3.73196634904649,0.0241909728549939,0.0525593737075291,0.0139629219898247,1512347428282.78,1512396549
310.9535,1.33563429,1.332045,0.25405405,7.97067852,7.983877,2.05869761,2.08251186,2.024922,0.29696608,0.6616059,0.66513,0.04102442,1.36703289,1.367565,0.3243816,2.547262,2.557364,0.2931722,9.33273433,9.33739,1.9921421,69.2694,122.4144,-65.7936,68.0958,67.5432,77.58,132.8364,-1.07996322000293,0.419810903287332,-2.51815026972649,0.0270802858182343,0.0438969540885347,0.0119588183598247,1512347428279.52,1512396550
311.7545,8.51142167,8.487934,2.09575907,0.83079186,0.828605,0.16073731,1.38476473,1.374886,0.15030531,0.78911585,0.780259,0.06234273,0.87190132,0.874652,0.20504556,4.22849575,4.225217,0.86693128,2.35029379,2.346855,0.34192732,97.803,84.4146,-58.2372,64.2492,60.3702,82.26,107.109,-0.539883528872931,0.295420512197332,-1.78283879211649,0.0202695432570547,0.0282272284213319,0.00702949681982473,1512347428282.89,1512396551
312.5555,3.98149106,4.00061,0.85027444,6.65706472,6.661088,1.77845327,6.11257199,6.130825,1.4129624,3.30452878,3.308716,0.93174185,8.43158084,8.446459,2.37540394,7.72287826,7.715393,1.58783105,2.00797077,2.009161,0.263011,90.72,119.1438,-80.9568,88.02,96.6006,99.72,105.3,-1.04279612775293,0.517830258777332,-4.70447889546649,0.0420124023197499,0.0697065114266247,0.0131097700298247,1512347428282.34,1512396552
313.3565,3.02962868,3.027957,0.6298373,4.76519446,4.761929,1.07216527,0.57611003,0.553487,0.01054416,0.49592207,0.200949,0,8.00116409,8.020135,1.9678389,4.29004834,4.300537,0.66087201,6.60228175,6.579198,1.40345071,82.3248,112.14,-52.38,67.4622,96.12,91.8,121.7232,-0.766282948752931,0.798124168587332,-3.98748089227649,0.0752852089519663,0.0510211663953847,0.0184116061398247,1512347428281.33,1512396552
314.1565,6.08749254,6.093394,1.57437695,3.18289501,3.18266,0.71348758,4.81770773,4.82255,1.12962767,6.71601263,6.73393,1.71061411,0.21266709,0.202355,0.07299172,6.54524648,6.544237,1.37964581,2.59209949,2.590976,0.38274072,92.52,106.56,-74.16,98.28,58.86,94.5,109.5354,-0.961523453562931,0.319579109677332,-3.55617110956649,0.0145582412051459,0.0558191350513683,0.00923066147982473,1512347428281.18,1512396553
314.9575,4.58097936,4.578818,0.97923747,5.33848157,5.336831,1.48176649,4.06157032,4.079582,0.71672715,8.08993528,8.106096,2.03848401,0.34220999,0.302482,0.14529985,4.93087341,4.956615,0.84494544,3.47947387,3.469594,0.76575173,91.08,113.4108,-73.8,104.22,58.68,93.24,110.34,-0.936751688192931,0.324367341007332,-3.69854793503649,0.0139668027636311,0.0571542167644311,0.00966598545982473,1512347428280.59,1512396554
315.7585,8.87712303,8.796323,2.19471021,7.17196157,7.179112,1.91578344,2.21962173,2.226555,0.31993394,6.49329373,6.511954,1.44515531,6.29982655,6.305542,1.79130147,4.55207062,4.552571,0.72603345,4.82098233,4.82793,1.0611414,105.0282,123.84,-70.56,104.22,87.8166,93.06,116.28,-0.876738503482931,0.596881285297332,-4.27591203445649,0.0450782102862187,0.0625392232386035,0.0153896479798247,1512347428282.83,1512396555
316.5595,7.01575062,7.006146,1.50863116,7.76693339,7.773573,2.05305722,6.19083987,6.199142,1.43034143,3.19441164,3.204695,0.6345644,2.56499374,2.554585,0.57094523,1.67615128,1.670972,0.13401987,0.5496819,0.501669,0,102.42,124.74,-80.6868,91.4958,75.5154,76.3434,83.7522,0.186563048757069,0.032302731397332,-1.78363087612649,-0.0174135335584973,0.0180327872791891,0.00429519568982473,1512347428280.03,1512396556
317.3595,3.20830055,3.299598,0.69208617,5.14185179,5.155711,1.16733753,6.67840459,6.685208,1.53358564,3.97584767,3.968493,1.05942245,4.51152502,4.508698,1.3576267,9.49175439,9.505258,1.98071878,6.15232637,6.157876,1.32564389,87.8472,119.2626,-83.16,94.86,82.2114,105.2334,121.14,-1.90857200423293,0.527245142617332,-5.2461867299465,0.0382756523802395,0.0934396915057735,0.0141704371198247,1512347428281.8,1512396556
318.1605,4.88998445,4.820246,1.25101851,3.27652278,3.269234,0.72464443,0.97366095,0.977557,0.07943129,6.16079651,6.169542,1.56480051,1.03781102,1.0569,0.25925626,9.32256933,9.390002,1.79505429,3.99403125,3.986022,0.66097763,88.92,108.18,-59.2398,97.74,66.519,105.12,117,-1.53349584074293,0.587902835017332,-4.6222124135865,0.0477439521108955,0.0767140726628091,0.0138362322698247,1512347428282.7,1512396557
318.9615,9.56120373,9.736611,2.52439292,7.73090535,7.736147,2.08070765,2.68753465,2.711833,0.69705112,5.87065213,5.845361,1.55392896,9.89472667,9.915183,2.74097501,3.31808155,3.30892,0.45108916,4.35329535,4.360169,0.93939109,108.18,127.2258,-70.2,102.6,101.493,90.54,117.36,-0.599002025492931,0.761601190607332,-4.50755867984649,0.0636659656114551,0.0584239281790191,0.0191256473698247,1512347428281.41,1512396558
319.7625,4.99637454,4.998313,1.0461325,8.81107062,8.819958,2.35174181,2.78240483,2.647318,0.44682236,2.62677221,2.638083,0.50145663,6.40316731,6.406833,1.55177473,8.8464116,8.857004,1.85546431,9.89517865,9.910895,2.09451067,97.56,130.5,-70.7238,91.08,96.12,105.3,135.2502,-1.93757887270293,0.928164502947332,-5.59466123402649,0.0830716992254847,0.0959150801683467,0.0226399442098247,1512347428282.03,1512396559
320.5625,6.93352987,6.941874,1.74704631,2.49689302,2.494391,0.55562818,9.47842899,9.529779,2.15870553,6.51452661,6.514023,1.70870677,5.29081523,5.263502,1.25133276,1.21332069,1.217131,0.02174143,6.07439728,6.082334,1.07100812,99.36,107.0136,-91.98,103.2516,93.06,73.0206,129.6,-0.835102397972931,0.597337912597332,-4.47254385039649,0.0332433198092307,0.0606464087199279,0.0182567970098247,1512347428281.63,1512396560
321.3635,1.70043192,1.744232,0.37992049,3.60992381,3.627825,1.02350448,5.62229675,5.614117,1.01854132,7.24502649,7.233694,1.68207475,1.09190966,1.071132,0.24164254,6.07292884,6.070824,1.29777625,0.72304569,0.710169,0.02873018,74.88,107.1,-83.52,103.68,69.7608,91.8,87.2856,-0.263948348882931,0.087669930447332,-3.62005034374649,-0.0129970633914153,0.0411712193206275,0.00553449637982473,1512347428282.67,1512396560
322.1645,3.44841204,3.455527,0.97498076,2.7554144,2.748717,0.58727471,1.06932162,1.055722,0.0964551,1.36658111,1.36555,0.18781396,8.55649316,8.551857,2.41100526,5.33158667,5.351109,1.10913712,9.43968915,9.4261,1.9860524,79.2,102.2778,-58.2732,77.94,95.5638,92.3418,133.1514,-1.13210205310293,0.969997834037332,-4.65388262692649,0.0875995299502643,0.0626037163929707,0.0226342145298247,1512347428280,1512396561
322.9655,5.91717833,5.886561,1.53730792,3.35806601,3.352569,0.98081771,5.54956301,5.54831,1.27918213,3.39013771,3.382327,0.94594861,8.95449592,8.965618,2.51431526,3.51301707,3.513759,0.49148008,6.01736228,6.023872,1.05861633,91.341,104.94,-77.5494,87.8202,99.6714,89.28,129.24,-1.19286908189293,0.858772341487332,-4.90758337814649,0.0718045682490423,0.0701042313182031,0.0212592986998247,1512347428282.51,1512396562
323.7655,5.02607785,5.003136,1.09438641,6.30062372,6.275115,1.68074977,7.2126138,7.216553,1.65582927,1.62284329,1.632578,0.28897283,5.78956086,5.785945,1.41755625,8.97753572,8.98496,1.89320156,3.50228782,3.50317,0.56070115,91.26,117.8352,-83.52,81.9,95.04,103.9716,118.26,-1.53139561530293,0.611619902897332,-4.95347633648649,0.0510323118119627,0.0818070221276027,0.0154431456598247,1512347428282.51,1512396563
324.5665,3.35320313,3.390766,0.76108027,5.03308992,5.042002,1.16858642,2.43883943,2.420268,0.35162215,3.38189303,3.405722,0.92940222,8.05300388,8.059258,2.25688875,1.1283894,0.05408,0,8.26454182,8.261303,1.75367949,84.96,115.02,-69.7698,86.76,97.38,71.8578,131.1444,-0.359698232852931,0.727297068437332,-3.64912875648649,0.0565735870794003,0.0386890588813807,0.0190134460398247,1512347428282.77,1512396564
325.3675,0.41042575,0.45701,0.07240169,2.54839404,2.534058,0.53817791,1.61945531,1.602118,0.20459756,1.6011587,1.571502,0.22165088,8.19711611,8.211197,2.2903989,9.5635846,9.578681,2.00921942,0.99410308,0.992673,0.07184369,56.1654,98.055,-61.2792,77.4,97.56,103.8798,92.8062,-0.492988104372931,0.608059640957332,-4.65199636319649,0.0572104264361091,0.0513937470131119,0.0133171962998247,1512347428279.58,1512396564
326.1685,2.13943162,2.05825,0.67517499,5.26326311,5.250992,1.45828918,7.60700254,7.627649,1.74214698,2.85626751,2.857977,0.83089817,4.88705253,4.909442,1.21952822,2.0349635,2.03063,0.16938369,7.07053362,7.072824,1.52055104,68.76,110.9052,-83.34,83.7,91.98,79.8516,125.28,-0.756666158232931,0.526669451387332,-3.87664091362649,0.0335015254783983,0.0506447220280135,0.0151901519998247,1512347428279.59,1512396565
326.9685,0.73874373,0.731445,0.12455773,0.09374076,0.23046,0.0011919,5.29578545,5.292412,0.95293623,8.43293599,8.434694,2.10038467,5.40725692,5.40105,1.58879111,8.51843205,8.498038,1.76840414,3.4565469,3.460509,0.55213166,56.9574,72.3474,-80.46,105.3,92.7,101.2572,115.7562,-1.03656162498293,0.720772044277332,-6.12505361228649,0.0541850886903699,0.0766082405401435,0.0183271291898247,1512347428278.74,1512396566
327.7695,7.82903513,7.812473,1.95212701,8.4523708,8.422835,2.23541005,8.60212256,8.640763,1.97794547,2.85491219,2.876648,0.58841599,2.84971702,2.845759,0.67787993,6.29530891,6.288154,1.06962375,4.18151261,4.157202,0.90223075,101.7486,130.3614,-90.4716,91.62,84.06,99.72,116.748,-1.45504573801293,0.358766130687332,-4.15136470072649,0.0190431399142903,0.0764499982007103,0.0113313968498247,1512347428280.65,1512396567
328.5705,9.58288826,9.579433,2.41963674,8.16279072,8.172208,2.1800329,7.58418848,7.599475,1.51176928,1.96256856,1.961639,0.36875674,3.69044682,3.693841,1.14962233,9.94611455,9.960464,2.12424867,2.08872332,2.102527,0.28409927,108.1044,130.68,-89.82,87.048,84.78,107.9982,107.7714,-1.61707032422293,0.332326591337332,-4.35879800998649,0.0194913766404763,0.0831619430348779,0.00985542529982473,1512347428280.45,1512396568
329.3715,3.34913735,3.337636,0.68484276,3.45959978,3.464946,0.78679131,7.63489889,7.649306,1.52737337,9.61745721,9.615772,2.4062543,0.19391904,0.234917,0.0719872,3.65972687,3.66915,0.52630652,8.56925567,8.556438,1.82529984,87.426,112.752,-88.92,111.2148,62.4906,90.36,130.8474,-1.57144641179293,0.431782007977332,-4.70154747763649,0.0155584160273979,0.0792584213220471,0.0144456978798247,1512347428281.58,1512396568
330.1715,9.68385709,9.710298,2.42880922,5.94000394,5.937812,1.59554379,1.78536509,1.770935,0.21196623,8.36776912,8.362882,2.00482421,8.8879739,8.923706,2.48635985,1.15289753,0.502791,0,3.75267721,3.756284,0.6120645,107.64,121.2768,-71.46,111.24,99.4734,72.7182,119.52,0.107840532887069,0.702483261457332,-3.96946133963649,0.0503671377041291,0.0362404821909063,0.0190172283098247,1512347428279.05,1512396569
330.9725,2.12407174,2.121137,0.43722598,0.11169834,0.200897,0,4.69087538,4.678142,1.08238433,6.46528447,6.469731,1.3451298,1.75780734,1.754323,0.39510716,5.10785139,5.103576,1.05882035,0.58751694,0.24001,0,73.7532,71.631,-75.24,101.52,73.8054,86.832,82.2708,0.266575617767069,0.195627172537332,-3.26868240028649,0.000220109884204255,0.0227182288094535,0.00653901783982473,1512347428279.81,1512396570
331.7735,8.97989885,9.009404,2.28854491,8.60743844,8.596968,2.2914881,6.97306671,7.007891,1.62271988,7.85705169,7.885239,2.03095155,7.05167223,7.007551,2.03026552,3.74081823,3.663991,0.56060073,5.89719343,5.968202,1.25020526,108.1026,133.4628,-89.1486,112.2498,95.3478,88.56,122.22,-1.01543009362293,0.590882842937332,-4.74998684835649,0.0370885668051803,0.0721809547303419,0.0176213855298247,1512347428280.22,1512396571
332.5745,9.28054655,9.312509,2.42383343,8.29086559,8.31187,1.9919919,6.06908987,6.070513,1.13001689,9.3958677,9.429195,2.3638691,1.46811474,1.467576,0.33021687,1.92292651,1.915461,0.19075401,1.25217227,1.254866,0.13881195,108.54,133.2,-87.3,114.3,75.159,78.84,96.8616,0.0969658157470691,0.096553916947332,-2.68307657475649,-0.0182610248223553,0.0296263392867647,0.00736556604982473,1512347428281.69,1512396572
333.3745,5.15957344,5.158538,1.07457526,4.26656117,4.258404,0.9474181,6.14204953,6.149746,1.14972036,5.69017309,5.687257,1.18938605,7.51721356,7.517579,2.14649848,3.51956759,3.525816,0.70961313,1.95172635,1.952244,0.4708193,97.263,117.9,-86.4,105.8292,94.7178,83.34,97.74,0.0390667131870691,0.307510575077332,-3.79020083349649,0.00914707680592186,0.0379351715772383,0.0106313357798247,1512347428282.81,1512396572
334.1755,3.21089818,3.162849,0.663041,1.09642824,1.118004,0.22797047,6.46946444,6.471421,1.19555654,1.25284986,1.275991,0.17162766,1.16882216,1.150303,0.26671421,2.49689054,2.501039,0.27335529,9.29602866,9.274692,1.9773968,82.62,89.3214,-83.34,77.4072,67.626,78.3846,132.0876,-1.26693937855293,0.320251881527332,-3.19200160003649,0.00829922653625986,0.0537588584742727,0.0111978864698247,1512347428281.73,1512396573
334.9765,2.19646662,2.212906,0.45580957,9.3068805,9.304117,2.46943522,7.35220845,7.385124,1.7085721,8.4885027,8.46615,2.15658563,8.54858735,8.554479,2.41259659,1.11799892,1.090713,0,9.04496161,9.055067,1.93343838,81.405,134.2206,-90.18,112.8222,100.2366,71.7318,135.36,-0.860184444692931,0.712970868147332,-5.15683973944649,0.0453819793741727,0.0685270581165711,0.0218609175598247,1512347428282.22,1512396574
335.7775,1.77565036,1.765732,0.34592773,7.98908786,7.984968,1.86624169,9.37813777,9.377232,2.11574909,0.4469059,0.432963,0,9.76428022,9.775949,2.72994947,3.63996236,3.61163,0.70104117,7.32532759,7.344716,1.34501336,76.779,132.12,-93.06,77.13,103.14,80.64,133.92,-1.10879271827293,0.601334208397332,-4.44848450277649,0.0403935139413827,0.0661455982719959,0.0185283023498247,1512347428281.36,1512396575
337.3795,9.13157801,9.153607,2.30614253,7.90042938,7.916512,2.1076021,2.61005743,2.611793,0.38130282,5.16703211,5.157688,1.08450577,3.40120592,3.379927,0.80247136,9.33058812,9.336784,1.98023979,5.57418332,5.558475,0.96092863,107.64,128.4714,-75.96,101.88,87.7248,105.9264,129.78,-1.80701729908293,0.758969479097332,-5.22718294650649,0.0635596290434907,0.0911514067845395,0.0191800910698247,1512347428281.42,1512396576
338.1805,5.07554576,5.076356,1.061869,1.58015333,1.576184,0.33707766,3.44694739,3.450166,0.8221022,7.02027466,7.020982,1.7668445,9.29376959,9.308437,2.60233465,8.17351131,8.172631,1.47296654,7.17376123,7.158055,1.49236489,95.76,99.243,-76.32,106.38,102.2472,105.48,131.04,-1.72683832379293,1.08216754214733,-6.84866491537649,0.0957519752407327,0.100796762760767,0.0258562681298247,1512347428282.84,1512396577
338.9815,9.02902801,9.007986,2.23778536,4.07772429,4.065036,1.16754457,3.92558979,3.932423,0.93811616,3.26827477,3.276883,0.640642,5.41301697,5.424759,1.29429359,5.36648527,5.370656,0.86773073,3.56688994,3.572978,0.57069871,105.2442,109.08,-76.68,93.6,93.96,97.38,119.4246,-0.971383767572931,0.679623670587332,-4.46934390346649,0.0562425949228463,0.0642666575733039,0.0168665221198247,1512347428282.63,1512396578
339.7815,4.6225414,4.607222,0.9551598,7.90426932,7.91709,2.10896446,3.92050743,3.919136,0.91841473,6.21625043,6.223904,1.60988109,8.88729622,8.885637,2.50013531,4.36741276,4.359723,0.62598075,8.17373758,8.165215,1.73657278,96.48,127.7082,-78.12,104.4,102.2292,95.94,131.94,-1.28076258344293,0.899202950237332,-5.57232525399649,0.0758223657993923,0.0813504935530211,0.0228434606498247,1512347428282.2,1512396579
340.5825,5.17549804,5.178996,1.07717079,7.07799492,7.095587,1.65142319,0.89674838,0.89007,0.0553217,2.8927473,2.908093,0.54336958,7.14123424,7.14471,1.72025124,5.28618458,5.258701,0.86583714,4.52891802,4.536817,0.76493372,96.3,126.54,-61.7202,92.16,99,95.94,124.56,-0.725723302532931,0.812258652927332,-4.39227037119649,0.0721548823516759,0.0565846161975215,0.0198013615098247,1512347428280.6,1512396580
341.3835,2.53822462,2.604278,0.56930358,8.22027757,8.230157,2.20351402,9.15315991,9.167802,2.08371267,5.14274994,5.143711,1.37580237,2.84847471,2.847723,0.68917863,8.55705775,8.542562,1.79668729,8.92829396,8.942702,1.89600318,84.96,130.0842,-91.9944,100.62,86.76,104.4,134.82,-2.16675173910293,0.620758127867332,-5.71139223822649,0.0429498341112495,0.103381828321131,0.0177655655498247,1512347428278.7,1512396580
342.1845,1.77553738,1.808991,0.3642404,9.77942475,9.77166,2.58732538,3.03155182,3.019829,0.47190178,9.51829537,9.512696,2.37325847,-0.14625803,0.027095,0.00235006,4.68714764,4.677551,0.7132138,6.10082535,6.147002,1.1139418,78.0732,134.82,-76.68,111.96,58.482,95.22,130.68,-1.38757324035293,0.467215029057332,-4.41706944223649,0.0232854171258731,0.0725689924130807,0.0147196372398247,1512347428279.15,1512396581
342.9845,2.78466072,2.76116,0.77507331,5.70158604,5.702087,1.28582976,5.10164044,5.120762,1.18734626,0.44701886,0.187922,0,9.66150427,9.676851,2.69362261,7.69554668,7.720691,1.57329731,9.41201872,9.427277,1.99724503,79.02,124.02,-80.28,74.673,101.9952,102.24,136.26,-1.85358446145293,0.842679723737332,-5.52652764078649,0.0730880030047323,0.0909180920567967,0.0213203609498247,1512347428281,1512396582
343.7855,6.07698905,6.071023,1.56525079,1.55801699,1.569101,0.3317,1.73036306,1.734811,0.2166287,6.78355112,6.78702,1.71510976,2.09843622,2.078183,0.49531659,8.3653975,8.363109,1.74333357,6.97611515,6.97242,1.24539211,91.98,98.1522,-66.7926,100.1448,79.2756,102.78,133.56,-1.61573385861293,0.863630414107332,-5.20175132035649,0.0705984580147951,0.0804375451836463,0.0208070029398247,1512347428280.99,1512396583
344.5865,1.24697591,1.248708,0.24308881,3.94355071,3.94281,1.13160607,2.81764231,2.834767,0.71948191,9.04575168,9.097636,2.25917379,5.50032,5.522661,1.61782491,4.21957349,4.218424,0.61533872,8.21744559,8.237121,1.73515152,70.6968,107.46,-70.2,109.26,89.5392,94.32,134.46,-1.21293269359293,0.903194224537332,-5.64920875652649,0.0713198935170843,0.0752619323360551,0.0227706627998247,1512347428282.27,1512396584
345.3875,6.55258154,6.54522,1.68399452,4.29355402,4.293142,1.23268473,3.59004314,3.585876,0.87613942,7.66674676,7.669572,1.69204662,7.11469314,7.118098,2.05117989,4.28225551,4.265531,0.64076482,5.44644747,5.437677,0.93463879,95.031,111.78,-74.34,108.72,95.4,94.32,129.78,-1.13954132554293,0.882988097447332,-5.37606617093649,0.0709393812120647,0.0745728022974971,0.0221919011098247,1512347428279.03,1512396584
346.1875,8.58483303,8.642112,2.18003778,9.4284048,9.438554,2.52219983,6.96324089,6.92314,1.59109195,6.85673662,6.900035,1.57005395,1.30073678,1.29398,0.30499012,6.76864301,6.768862,1.39821678,1.67152081,1.66631,0.20453703,106.4664,135.54,-86.9004,107.64,75.2562,99,105.7842,-0.843662306172931,0.219570385387332,-3.57842400130649,0.00146003008935825,0.0588243860523199,0.00846043521982473,1512347428281.53,1512396585
346.9885,2.27710623,2.281623,0.46097299,9.33048517,9.353559,2.24930147,2.46108875,2.451782,0.34866259,4.65258765,4.652583,0.94175412,1.91468186,1.91054,0.44984192,8.04272621,8.038628,1.66293136,0.59034048,0.283488,0,81.5346,135.18,-72.3906,99.54,73.485,101.88,85.5,-0.492169292072931,0.151230485047332,-3.39275878920649,0.00117278495660865,0.0466668153975239,0.00567110259982473,1512347428281.71,1512396586
347.7895,7.10361833,7.110068,1.79733328,6.25601217,6.250856,1.43952957,5.05149482,5.047347,1.16295537,0.78877701,0.781024,0.09566301,2.79008433,2.801084,0.96107926,7.36248482,7.372956,1.50505687,7.96039278,7.974437,1.6719987,98.55,127.8,-77.94,76.32,74.52,102.06,129.9528,-1.95551251296293,0.473859671977332,-3.92291872604649,0.0349702504995579,0.0821220887892323,0.0125811226098247,1512347428282.26,1512396587
348.5905,9.17957773,9.113152,2.28519033,6.05633291,6.066287,1.40156056,3.4075311,3.44795,0.55435753,4.35521512,4.347518,1.17327701,7.08397324,6.90866,1.93329162,5.28595868,5.2849,0.85101264,0.78843826,0.780724,0.03471489,106.3386,127.44,-76.14,95.3802,92.88,98.64,91.6542,-0.435048375402931,0.369221052477332,-3.66102331760649,0.0261957781719779,0.0484642759141587,0.00958393242982473,1512347428279.9,1512396588
349.3905,7.33661454,7.370789,1.64280902,9.06812378,9.074678,2.44070973,6.17796467,6.221952,1.371322,4.34640571,4.340845,1.21082516,9.12243871,9.124112,2.57288525,8.20626417,8.193579,1.71871715,7.18403886,7.200743,1.53743347,106.02,136.44,-85.5,98.874,101.8764,106.3332,128.2572,-1.88684237338293,0.778422636607332,-5.77560163264649,0.0663331972976951,0.100441863454848,0.0197957733698247,1512347428282.55,1512396588
350.1915,3.57693829,3.598073,0.74426926,5.31126287,5.315291,1.20159258,9.34877314,9.348457,2.11945807,6.72199844,6.715989,1.7493784,6.68834234,6.675058,1.62055577,1.43039246,1.409769,0.05021776,4.96633689,4.977791,0.86977466,90.9558,125.1036,-93.42,106.038,98.82,78.1326,124.74,-0.601365083162931,0.521805280437332,-4.57842381474649,0.0274230974426803,0.0583420982903443,0.0170101083698247,1512347428282.73,1512396589
350.9925,4.44748354,4.44486,0.95904274,3.80418184,3.80453,0.85237026,2.86293149,2.853066,0.42758864,1.00505822,1.002304,0.10850048,7.78476991,7.811353,2.16609535,3.77797579,3.782816,0.74538152,7.62292611,7.620513,1.62265317,90.9,113.58,-73.4346,78.7266,98.82,84.1986,129.033,-0.457254864222931,0.715911269397332,-3.74936879135649,0.0575335397382227,0.0417505542772779,0.0185375253398247,1512347428279.69,1512396590
351.7935,1.31643447,1.326991,0.262346,7.01960452,7.024357,1.84264877,4.99965512,5.00346,1.16225801,4.74181078,4.755836,1.24205426,2.55392554,2.538721,0.58414199,6.97408201,6.971958,1.45985894,0.60671684,0.256149,0,71.82,122.4,-77.9436,93.96,82.3176,97.3296,86.247,-0.275125184012931,0.197660618147332,-3.51686453523649,0.00632580810417266,0.0405457428544703,0.00659276906982473,1512347428281.74,1512396591
352.5935,4.06484124,4.0839,1.17234209,6.29994616,6.294436,1.70630744,6.9574809,6.944836,1.606252,9.53196117,9.508392,2.39274227,3.61850368,3.614084,1.12947333,4.87146668,4.864675,0.7643051,2.65263576,2.655146,0.62342761,85.2156,124.0506,-86.6898,112.833,85.32,95.8248,100.9782,-0.630958542902931,0.321023434867332,-4.60505977588649,0.0114155008663295,0.0604672902554587,0.0105835689398247,1512347428279.99,1512396592
353.3945,3.48771527,3.429152,0.93755316,8.96128181,8.953963,2.40071319,7.66618341,7.648909,1.77068909,8.31220242,8.297878,2.11643955,8.3936328,8.403735,2.38017286,5.99115985,6.006969,1.2257049,4.43551602,4.439108,0.97423243,85.68,135.18,-90.8784,113.823,101.1888,98.1,113.4,-0.952564911752931,0.561595887047332,-5.59514136158649,0.0369929605134887,0.0778828788416647,0.0165014486898247,1512347428279.44,1512396592
354.1955,7.19747181,7.185907,1.82697468,7.15050279,7.154551,1.66838509,7.0307793,7.029318,1.36797782,5.18600612,5.178245,1.10016638,8.69315131,8.732489,2.44692514,1.16023867,0.160414,0,0.64545543,0.641988,0.01047192,99.2988,132.12,-89.82,105.48,101.5578,74.7576,87.0678,0.599367490487069,0.228806984357332,-3.08558358288649,0.00107120314320505,0.0206838518962503,0.00936830541982473,1512347428281.47,1512396593
354.9965,9.82175742,9.891308,2.58290091,9.20896091,9.188193,2.48807024,5.12626155,5.142905,0.95131378,7.37445641,7.381046,1.91878874,9.81148948,9.809904,2.76937439,8.89091026,8.923813,1.87372462,0.61778496,0.07155,0,110.7,138.3984,-88.38,112.68,107.1,105.66,86.4,-0.456098402382931,0.498849286237332,-5.16318745245649,0.0356714356172323,0.0651216500120875,0.0135632819498247,1512347428282.04,1512396594
